"","blockNumber","gas","gasPrice","executionGas","callDataUsage","callDataLength","nonce","to","from","callDataUsageGroups"
"578",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,7.47973080558354e+47,"0"
"579",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,8.02197665326816e+47,"0"
"580",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,2.76704932671025e+47,"0"
"581",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,8.89490322556817e+47,"0"
"582",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,7.94619093900406e+47,"0"
"583",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.43378366543539e+48,"0"
"584",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.71370079921925e+47,"0"
"585",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.37301280702226e+48,"0"
"586",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.36938136004835e+48,"0"
"587",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,7.37380100852768e+47,"0"
"588",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,8.31561520550957e+47,"0"
"589",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.09309921466958e+47,"0"
"590",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,2.37357891560935e+47,"0"
"591",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,7.91388878657657e+47,"0"
"592",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,2.61325342894942e+47,"0"
"593",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.27111983534506e+48,"0"
"594",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.38914194060058e+48,"0"
"595",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,7.6452642906821e+47,"0"
"596",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.21669830441049e+45,"0"
"597",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.09133710591273e+48,"0"
"598",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.38743784135113e+48,"0"
"599",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,2.95554722427269e+46,"0"
"600",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,6.9729653610663e+47,"0"
"601",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.0536416654278e+48,"0"
"602",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,5.7251120040207e+47,"0"
"603",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,5.5992926831202e+47,"0"
"604",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,7.26089737305428e+47,"0"
"605",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.41244774975821e+48,"0"
"606",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.38867569708565e+48,"0"
"607",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.45404865876836e+47,"0"
"608",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.30842519064905e+48,"0"
"609",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,3.9330459875104e+47,"0"
"610",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,7.58320131645798e+47,"0"
"611",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.34387151647487e+47,"0"
"612",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.08464885781817e+48,"0"
"613",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,5.88077321193847e+47,"0"
"614",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.21962986040073e+48,"0"
"615",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,4.8167205933714e+47,"0"
"616",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,8.55992758664125e+47,"0"
"617",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,5.44080703976378e+47,"0"
"618",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.0928119203497e+48,"0"
"619",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.46147910999908e+48,"0"
"620",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.33578879076993e+48,"0"
"621",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,2.09031212031422e+47,"0"
"622",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.18478296926689e+48,"0"
"623",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.35016673319163e+48,"0"
"624",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.40009512189646e+48,"0"
"625",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.14478619277596e+48,"0"
"626",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,3.19102921764786e+47,"0"
"627",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.3266959045895e+48,"0"
"628",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,2.95147054256979e+47,"0"
"629",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,5.32052182556971e+47,"0"
"630",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.135134360455e+48,"0"
"631",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,4.74705480770841e+47,"0"
"632",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,5.28192774848919e+47,"0"
"633",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.79129146304989e+47,"0"
"634",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,9.36084672071663e+47,"0"
"635",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,4.1389977998922e+47,"0"
"636",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,9.81713476067965e+47,"0"
"637",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,3.36675794862316e+47,"0"
"638",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.36476965685466e+48,"0"
"639",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,9.27094871259749e+47,"0"
"640",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.78787186638367e+47,"0"
"641",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,7.02063304940536e+47,"0"
"642",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.27321706172761e+48,"0"
"643",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,3.24228064957061e+47,"0"
"644",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.19089987907312e+47,"0"
"645",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.23801562937405e+48,"0"
"646",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,6.77685537606416e+46,"0"
"647",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,6.91285161233462e+47,"0"
"648",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,3.54493074453446e+46,"0"
"649",15627853,21000,10057759671,21000,0,2,2759937,1.39874051746543e+48,2.19704307174702e+47,"0"
"650",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,6.92363268442892e+47,"0"
"651",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,6.96407636416656e+47,"0"
"652",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.2121037557534e+48,"0"
"653",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,5.5563318126852e+47,"0"
"654",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,7.69225457746058e+46,"0"
"655",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,9.45631662924004e+46,"0"
"656",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.35632449231929e+48,"0"
"657",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,6.67482944445657e+47,"0"
"658",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,7.60126072321608e+47,"0"
"659",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,6.61261239908733e+47,"0"
"660",15627853,21000,10057759671,21000,0,2,6,9.16669868809657e+47,6.09943053362436e+47,"0"
"661",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,5.25850770935659e+47,"0"
"662",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,8.92475499384787e+47,"0"
"663",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.25890316624629e+48,"0"
"664",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,1.62089056912503e+47,"0"
"665",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,8.50065665469855e+47,"0"
"666",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,2.82913869139692e+47,"0"
"667",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,6.91980971792984e+47,"0"
"668",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.08989831062399e+48,"0"
"669",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,5.34614898288269e+47,"0"
"670",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,3.62552741855247e+47,"0"
"671",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.07936234321564e+48,"0"
"672",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.00095336765974e+48,"0"
"673",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.21721189708298e+48,"0"
"674",15627853,21000,10057759671,21000,0,2,20,9.16669868809657e+47,1.05319739627848e+48,"0"
"675",15627853,21000,10057759671,21000,0,2,4,9.16669868809657e+47,4.99635302072972e+47,"0"
"676",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,1.3310364932683e+46,"0"
"677",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,1.43831666455114e+48,"0"
"678",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,2.03785412032008e+47,"0"
"679",15627853,21000,10057759671,21000,0,2,2,9.16669868809657e+47,1.43643254953316e+48,"0"
"680",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.47756696974595e+47,"0"
"681",15627853,21000,10057759671,21000,0,2,2,9.16669868809657e+47,1.37909925995215e+47,"0"
"682",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,3.4725378746338e+47,"0"
"683",15627853,21000,10057759671,21000,0,2,5,9.16669868809657e+47,4.96186706837349e+47,"0"
"684",15627853,21000,10057759671,21000,0,2,4,9.16669868809657e+47,1.00570957002548e+48,"0"
"685",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.26747349800339e+48,"0"
"686",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,3.09986820069669e+47,"0"
"687",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,7.01746478815603e+47,"0"
"688",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,1.20455497423409e+48,"0"
"689",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,1.13012138324319e+48,"0"
"690",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,6.37064818592378e+47,"0"
"691",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,2.81733442002346e+47,"0"
"692",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,9.57973061580506e+46,"0"
"693",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,4.05014291927412e+47,"0"
"694",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,6.4685170234063e+47,"0"
"695",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,9.96725260270997e+45,"0"
"696",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,5.75762040169302e+47,"0"
"697",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,3.48412217916484e+47,"0"
"698",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.23867775922975e+48,"0"
"699",15627853,21000,10057759671,21000,0,2,2,9.16669868809657e+47,4.15832675076264e+47,"0"
"700",15627853,21000,10057759671,21000,0,2,2,9.16669868809657e+47,2.95273591468397e+47,"0"
"701",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,1.41119888859369e+48,"0"
"702",15627853,21000,10057759671,21000,0,2,2,9.16669868809657e+47,4.84628498142685e+47,"0"
"703",15627853,21000,10057759671,21000,0,2,2,9.16669868809657e+47,1.2205064944998e+48,"0"
"704",15627853,21000,10057759671,21000,0,2,2,9.16669868809657e+47,5.01607716323108e+47,"0"
"705",15627853,21000,10057759671,21000,0,2,2,9.16669868809657e+47,9.93187933748815e+47,"0"
"706",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,1.16070214359729e+48,"0"
"707",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.28012924714054e+48,"0"
"708",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,1.12466374958803e+48,"0"
"709",15627853,21000,10057759671,21000,0,2,2,9.16669868809657e+47,1.30540289302397e+48,"0"
"710",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,2.57758284598418e+47,"0"
"711",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,1.25197892710586e+48,"0"
"712",15627853,21000,10057759671,21000,0,2,2,9.16669868809657e+47,1.28396899792276e+48,"0"
"713",15627853,21000,10057759671,21000,0,2,4,9.16669868809657e+47,4.08604328045857e+47,"0"
"714",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,5.37985594328859e+47,"0"
"715",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,4.80364617634681e+47,"0"
"716",15627853,21000,10057759671,21000,0,2,2,9.16669868809657e+47,2.2405489066887e+47,"0"
"717",15627853,21000,10057759671,21000,0,2,2,9.16669868809657e+47,3.15356873048789e+47,"0"
"718",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,4.51012694097923e+47,"0"
"719",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,4.12076041575218e+47,"0"
"720",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,1.32622142517405e+48,"0"
"721",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,2.10003595794667e+47,"0"
"722",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,2.48301900059443e+46,"0"
"723",15627853,21000,10057759671,21000,0,2,4,9.16669868809657e+47,6.86599070401503e+47,"0"
"724",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,1.24933553891826e+48,"0"
"725",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,6.13535747278712e+47,"0"
"726",15627853,21000,10057759671,21000,0,2,2,9.16669868809657e+47,1.11119450612109e+48,"0"
"727",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,7.19029518538602e+47,"0"
"728",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.56919777032943e+47,"0"
"729",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.37521928412536e+48,"0"
"730",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,1.05165709178121e+48,"0"
"731",15627853,21000,10057759671,21000,0,2,2,9.16669868809657e+47,1.16772914729297e+48,"0"
"732",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,2.57851496947919e+47,"0"
"733",15627853,21000,10057759671,21000,0,2,2,9.16669868809657e+47,5.64175020697424e+47,"0"
"734",15627853,21000,10057759671,21000,0,2,4,9.16669868809657e+47,5.86146501769689e+47,"0"
"735",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,4.93771025567187e+47,"0"
"736",15627853,21000,10057759671,21000,0,2,2,9.16669868809657e+47,7.70357762521455e+47,"0"
"737",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.24518856539138e+48,"0"
"738",15627853,21000,10057759671,21000,0,2,1,9.16669868809657e+47,1.37783228888811e+48,"0"
"739",15627853,21000,10057759671,21000,0,2,2,9.16669868809657e+47,1.28085430042324e+48,"0"
"740",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,8.46708594600429e+47,"0"
"741",15627853,21000,10057759671,21000,0,2,3,9.16669868809657e+47,9.05125482804115e+47,"0"
"742",15627853,21000,10057759671,21000,0,2,2,9.16669868809657e+47,6.12296812294605e+47,"0"
"743",15627853,21000,9.97e+09,21000,0,2,705872,4.95266055352539e+47,6.27904344520535e+47,"0"
"744",15627853,21000,9563759671,21000,0,2,102635,1.32435818485364e+48,2.60870702920096e+47,"0"
"745",15627853,21000,9563759671,21000,0,2,57300,1.5488404284763e+47,1.18606457232263e+48,"0"
"746",15627853,21000,9558759671,21000,0,2,113040,8.18700767984815e+47,5.50943179065089e+47,"0"
"747",15627853,21000,9557759671,21000,0,2,36,1.13116699061647e+48,1.03849427310321e+48,"0"
"748",15627853,21000,9557759671,21000,0,2,0,5.98926369126606e+45,6.42784908129741e+47,"0"
"749",15627853,21000,9557759671,21000,0,2,70,1.75862093475558e+47,1.06332576578392e+48,"0"
"750",15627853,21000,9557759671,21000,0,2,94,9.65285172330552e+47,3.63607929324709e+47,"0"
"751",15627853,21000,9557759671,21000,0,2,73,6.43065442315178e+47,3.2336122559598e+47,"0"
"752",15627853,21000,9557759671,21000,0,2,284,1.18314789883155e+48,4.82248393370108e+47,"0"
"753",15627853,21000,9557759671,21000,0,2,10,3.5635768260287e+47,4.9092711429828e+47,"0"
"754",15627853,21000,9557759671,21000,0,2,178,1.01372863818065e+47,1.08122572933254e+48,"0"
"755",15627853,21000,9057759671,21000,0,2,71,1.07742358604459e+48,1.15310462989402e+48,"0"
"756",15627853,21000,8286639429,21000,0,2,29,4.26928505605518e+47,3.32438685408299e+47,"0"
"757",15627854,21000,1.3e+10,21000,0,2,2324,3.54730325469305e+47,1.17636315308679e+48,"0"
"758",15627854,21000,11967788303,21000,0,2,251468,7.60966240155793e+47,1.20495810158457e+47,"0"
"759",15627854,21000,11921209755,21000,0,2,67395,3.70771057566579e+45,8.57580014928386e+47,"0"
"760",15627854,21000,11205788303,21000,0,2,1793,1.13260504144481e+48,2.01197110583431e+47,"0"
"761",15627854,21000,1.1e+10,21000,0,2,7,9.19232235808145e+47,9.64512238192461e+47,"0"
"762",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,4.4435181371281e+47,"0"
"763",15627854,21000,10205788303,21000,0,2,2,9.16669868809657e+47,2.29854545595893e+47,"0"
"764",15627854,21000,10205788303,21000,0,2,2,9.16669868809657e+47,3.18539808654007e+47,"0"
"765",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,3.83956897136206e+45,"0"
"766",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,4.4124092588257e+47,"0"
"767",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,8.22221194194561e+47,"0"
"768",15627854,21000,10205788303,21000,0,2,4,9.16669868809657e+47,3.68243727503317e+47,"0"
"769",15627854,21000,10205788303,21000,0,2,5,9.16669868809657e+47,4.53678047662884e+47,"0"
"770",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,1.09721621197831e+47,"0"
"771",15627854,21000,10205788303,21000,0,2,2,9.16669868809657e+47,2.63370627849688e+47,"0"
"772",15627854,21000,10205788303,21000,0,2,4,9.16669868809657e+47,6.35129247362047e+47,"0"
"773",15627854,21000,10205788303,21000,0,2,2,9.16669868809657e+47,5.95726650720915e+47,"0"
"774",15627854,21000,10205788303,21000,0,2,1,9.16669868809657e+47,1.12702200425641e+47,"0"
"775",15627854,21000,10205788303,21000,0,2,1,9.16669868809657e+47,1.02436853581718e+48,"0"
"776",15627854,21000,10205788303,21000,0,2,1,9.16669868809657e+47,4.40741198225411e+47,"0"
"777",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,7.45047518499811e+47,"0"
"778",15627854,21000,10205788303,21000,0,2,4,9.16669868809657e+47,7.36836682425227e+47,"0"
"779",15627854,21000,10205788303,21000,0,2,2,9.16669868809657e+47,7.91786471774714e+47,"0"
"780",15627854,21000,10205788303,21000,0,2,2,9.16669868809657e+47,1.45288519790155e+48,"0"
"781",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,8.92515064311933e+47,"0"
"782",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,1.31575665326841e+48,"0"
"783",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,1.08809400938979e+48,"0"
"784",15627854,21000,10205788303,21000,0,2,2,9.16669868809657e+47,1.12758603012186e+48,"0"
"785",15627854,21000,10205788303,21000,0,2,1,9.16669868809657e+47,1.01641689478328e+48,"0"
"786",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,1.29778057628887e+48,"0"
"787",15627854,21000,10205788303,21000,0,2,2,9.16669868809657e+47,1.1903955309178e+48,"0"
"788",15627854,21000,10205788303,21000,0,2,1,9.16669868809657e+47,3.43166936709337e+47,"0"
"789",15627854,21000,10205788303,21000,0,2,2,9.16669868809657e+47,8.09317196137857e+47,"0"
"790",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,1.78555579076947e+47,"0"
"791",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,2.32336803268343e+47,"0"
"792",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,1.39819943309161e+48,"0"
"793",15627854,21000,10205788303,21000,0,2,2,9.16669868809657e+47,6.04860395469359e+47,"0"
"794",15627854,21000,10205788303,21000,0,2,2,9.16669868809657e+47,1.30055207792299e+48,"0"
"795",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,7.7741799773229e+47,"0"
"796",15627854,21000,10205788303,21000,0,2,2,9.16669868809657e+47,1.69249959376862e+47,"0"
"797",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,1.45481947624905e+48,"0"
"798",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,9.81603208967065e+47,"0"
"799",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,9.37207265473433e+47,"0"
"800",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,1.6543080507715e+46,"0"
"801",15627854,21000,10205788303,21000,0,2,2,9.16669868809657e+47,3.38132354731516e+47,"0"
"802",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,1.08018510703085e+48,"0"
"803",15627854,21000,10205788303,21000,0,2,2,9.16669868809657e+47,7.54296299073472e+47,"0"
"804",15627854,21000,10205788303,21000,0,2,1,9.16669868809657e+47,2.63202823457157e+47,"0"
"805",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,1.06963364475751e+48,"0"
"806",15627854,21000,10205788303,21000,0,2,1,9.16669868809657e+47,2.3356097023802e+47,"0"
"807",15627854,21000,10205788303,21000,0,2,2,9.16669868809657e+47,9.94545512816958e+47,"0"
"808",15627854,21000,10205788303,21000,0,2,8,9.16669868809657e+47,1.86410455652231e+47,"0"
"809",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,4.7259702058053e+47,"0"
"810",15627854,21000,10205788303,21000,0,2,2,9.16669868809657e+47,1.23229952410531e+48,"0"
"811",15627854,21000,10205788303,21000,0,2,4,9.16669868809657e+47,4.38491569352141e+47,"0"
"812",15627854,21000,10205788303,21000,0,2,2,9.16669868809657e+47,1.12374024284174e+48,"0"
"813",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,1.22008017312289e+47,"0"
"814",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,9.04657735221398e+47,"0"
"815",15627854,21000,10205788303,21000,0,2,2,9.16669868809657e+47,5.99144007098548e+47,"0"
"816",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,1.10988974259393e+48,"0"
"817",15627854,21000,10205788303,21000,0,2,2,9.16669868809657e+47,1.12641900028319e+48,"0"
"818",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,1.24441088307448e+48,"0"
"819",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,1.33272527592008e+48,"0"
"820",15627854,21000,10205788303,21000,0,2,8,9.16669868809657e+47,8.25450623846037e+47,"0"
"821",15627854,21000,10205788303,21000,0,2,1,9.16669868809657e+47,1.97365596486315e+47,"0"
"822",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,9.10117131606237e+47,"0"
"823",15627854,21000,10205788303,21000,0,2,1,9.16669868809657e+47,6.69796077083382e+47,"0"
"824",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,6.13259606670914e+47,"0"
"825",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,2.94072933760327e+47,"0"
"826",15627854,21000,10205788303,21000,0,2,2,9.16669868809657e+47,7.54129482841061e+47,"0"
"827",15627854,21000,10205788303,21000,0,2,2,9.16669868809657e+47,5.13194935552032e+47,"0"
"828",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,7.90560382581322e+47,"0"
"829",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,4.72145475194994e+47,"0"
"830",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,7.83979475749064e+47,"0"
"831",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,1.01048278422464e+48,"0"
"832",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,1.24156881745124e+48,"0"
"833",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,6.22229323966442e+46,"0"
"834",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,8.99846597766295e+46,"0"
"835",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,1.02078462891298e+48,"0"
"836",15627854,21000,10205788303,21000,0,2,1,9.16669868809657e+47,1.12718575082933e+48,"0"
"837",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,2.9398311200912e+47,"0"
"838",15627854,21000,10205788303,21000,0,2,2,9.16669868809657e+47,5.65114150529101e+47,"0"
"839",15627854,21000,10205788303,21000,0,2,2,9.16669868809657e+47,1.255821210721e+48,"0"
"840",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,1.21150402039542e+48,"0"
"841",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,7.03045059589186e+47,"0"
"842",15627854,21000,10205788303,21000,0,2,1,9.16669868809657e+47,1.42636328498601e+48,"0"
"843",15627854,21000,10205788303,21000,0,2,2,9.16669868809657e+47,8.39485123842191e+45,"0"
"844",15627854,21000,10205788303,21000,0,2,2,9.16669868809657e+47,8.89668007454644e+47,"0"
"845",15627854,21000,10205788303,21000,0,2,1,9.16669868809657e+47,7.38844652713921e+47,"0"
"846",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,1.3281308367172e+48,"0"
"847",15627854,21000,10205788303,21000,0,2,1,9.16669868809657e+47,2.2742806444455e+47,"0"
"848",15627854,21000,10205788303,21000,0,2,2,9.16669868809657e+47,6.15399694229237e+47,"0"
"849",15627854,21000,10205788303,21000,0,2,1,9.16669868809657e+47,1.0031308292715e+48,"0"
"850",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,9.60876429116138e+47,"0"
"851",15627854,21000,10205788303,21000,0,2,2,9.16669868809657e+47,1.41737439563023e+48,"0"
"852",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,1.56543481129337e+47,"0"
"853",15627854,21000,10205788303,21000,0,2,1,9.16669868809657e+47,7.73375704111564e+47,"0"
"854",15627854,21000,10205788303,21000,0,2,1,9.16669868809657e+47,3.56772978901937e+47,"0"
"855",15627854,21000,10205788303,21000,0,2,3,9.16669868809657e+47,4.80169566297194e+47,"0"
